ID,Similarity,A,B
5471,1.256029299,Associate multiple payment vouchers with a single purchase order.,"Highlight discrepancies between encumbrance, invoice and authorizing documents for non-commodity purchases: Terms of  contract."
5472,2.4576695919,Associate multiple payment vouchers with a single purchase order.,"Provide for user-defined tolerances in price and quantity, both on the individual line level and a cumulative tolerance on the  header level. As long as the match is within tolerance, payment voucher transaction will be accepted."
5473,1.8788928605,Associate multiple payment vouchers with a single purchase order.,Require the user to enter additional information for assets valued at a system configured dollar value.
5474,1.2736358393,Associate multiple payment vouchers with a single purchase order.,Allow input of freight invoices/payments where there may be no corresponding purchase order reference.
5475,2.4906029018,Associate multiple payment vouchers with a single purchase order.,Provide a report for freight invoice/payment additions with no corresponding purchase order reference.
5476,1.7025218754,Associate multiple payment vouchers with a single purchase order.,Prevent freight charges on invoices that have FOB destination terms.
5477,2.5842685473,Associate multiple payment vouchers with a single purchase order.,Automatically default certain line item details for PO related payments during vendor invoice entry with override capability.
5478,0.7450083724,Associate multiple payment vouchers with a single purchase order.,Provide link to document management stored documents.
5479,1.6869808089,Associate multiple payment vouchers with a single purchase order.,Prevent un-authorized users from generating payments to vendors that are not in the vendor table.
5480,1.8483236075,Associate multiple payment vouchers with a single purchase order.,Permit disbursements (warrants) to vendors that do not have a unique number in the vendor table (one time vendors).
5481,1.9592764087,Associate multiple payment vouchers with a single purchase order.,Provide the ability to provide an external financial/payment system with changes to vendors identified as being used by that  system.
5482,0.5553398454,Associate multiple payment vouchers with a single purchase order.,Accept inbound payment requests through an open interface.
5483,2.221680982,Associate multiple payment vouchers with a single purchase order.,"Provide the ability to void or correct payments on-line, with appropriate corrections made to all financial balances."
5484,1.7467032395,Associate multiple payment vouchers with a single purchase order.,Allow the user with appropriate security to override the default accounting period presented to the user during payment  cancellation.
5485,1.5611394216,Associate multiple payment vouchers with a single purchase order.,Produce payment registers.
5486,1.7098000468,Associate multiple payment vouchers with a single purchase order.,Automatically assign the accounting period for payment transactions based on user defined criteria with an option for manual  override with proper authority and an audit trail.
5487,1.2640647336,Associate multiple payment vouchers with a single purchase order.,"Provide the user the ability to correct errors on-line prior to processing a payment (e.g. voucher balance, account number, data  error, remit to address)."
5488,1.8497000975,Associate multiple payment vouchers with a single purchase order.,Process invoices and payment from prior periods and properly update general ledger with proper authority.
5489,1.9447580681,Associate multiple payment vouchers with a single purchase order.,Allow for the release of payment vouchers to payment processing by the following: Batch.
5490,2.045552222,Associate multiple payment vouchers with a single purchase order.,Allow for the release of payment vouchers to payment processing by the following: Document.
5491,2.4021934907,Associate multiple payment vouchers with a single purchase order.,Allow for the release of payment vouchers to payment processing by the following: Individual line item.
5492,1.0052619536,Associate multiple payment vouchers with a single purchase order.,Track the last warrant number.
